code,cage,treatment,replicate,fecundity,experiment,side,bacteria,cagerep,trt,round
13-AX-B,13,AX,B,2,E,southwest,t2,7,t2-southwest,round1
13-AX-C,13,AX,C,20,E,southwest,t2,7,t2-southwest,round1
13-GN-D,13,GN,D,24,E,southwest,t2,7,t2-southwest,round1
13-GN-E,13,GN,E,33,E,southwest,t2,7,t2-southwest,round1
13-GN-F,13,GN,F,60,E,southwest,t2,7,t2-southwest,round1
14-AX-A,14,AX,A,21,E,northeast,b2,4,b2-northeast,round1
14-AX-B,14,AX,B,37,E,northeast,b2,4,b2-northeast,round1
14-AX-C,14,AX,C,21,E,northeast,b2,4,b2-northeast,round1
14-GN-D,14,GN,D,38,E,northeast,b2,4,b2-northeast,round1
14-GN-E,14,GN,E,31,E,northeast,b2,4,b2-northeast,round1
14-GN-F,14,GN,F,77,E,northeast,b2,4,b2-northeast,round1
15-AX-A,15,AX,A,13,E,southwest,aori,7,aori-southwest,round1
15-AX-B,15,AX,B,46,E,southwest,aori,7,aori-southwest,round1
15-AX-C,15,AX,C,18,E,southwest,aori,7,aori-southwest,round1
15-GN-D,15,GN,D,0,E,southwest,aori,7,aori-southwest,round1
15-GN-E,15,GN,E,16,E,southwest,aori,7,aori-southwest,round1
15-GN-F,15,GN,F,31,E,southwest,aori,7,aori-southwest,round1
